,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
2225,Setelah diperbarui kenapa jadi lemot sekali. Bahkan jadi susah buat pesan tiket. Sering ada notif timeout gt,setelah diperbarui kenapa jadi lemot sekali bahkan jadi susah buat pesan tiket sering ada notif timeout gt,telah baru kenapa jadi lambat sekali bahkan jadi susah buat pesan tiket sering ada notif timeout begitu,lambat susah pesan tiket notif timeout,"['lambat', 'susah', 'pesan', 'tiket', 'notif', 'timeout']",-2,negative
2226,"Habis di update data hilang semua, sudah buat baru salah ketik nama satu huruf saja malah gak bisa di ubah, masak mau beli tiket ke luar kota aja tujuannya gak bisa di ganti",habis di update data hilang semua sudah buat baru salah ketik nama satu huruf saja malah gak bisa di ubah masak mau beli tiket ke luar kota aja tujuannya gak bisa di ganti,habis di perbarui data hilang semua sudah buat baru salah ketik nama satu huruf saja bahkan tidak bisa di ubah masak mau beli tiket ke luar kota saja tuju tidak bisa di ganti,habis perbarui data hilang salah ketik nama huruf ubah masak beli tiket kota tuju ganti,"['habis', 'perbarui', 'data', 'hilang', 'salah', 'ketik', 'nama', 'huruf', 'ubah', 'masak', 'beli', 'tiket', 'kota', 'tuju', 'ganti']",-2,negative
2227,"sering error habis update, harap tanggap dengan error ini, karna gak sempat ke stasiun buat beli tiket. kalo udah fix bintang naik.",sering error habis update harap tanggap dengan error ini karna gak sempat ke stasiun buat beli tiket kalo udah fix bintang naik,sering error habis perbarui harap tanggap dengan error ini karena tidak sempat ke stasiun buat beli tiket kalau sudah fix bintang naik,error habis perbarui harap tanggap error stasiun beli tiket fix bintang,"['error', 'habis', 'perbarui', 'harap', 'tanggap', 'error', 'stasiun', 'beli', 'tiket', 'fix', 'bintang']",-1,negative
2228,Kenapa gagal?? Habis di perbarui awal nya baik2 saja tb2 kluar sndri akun nya Setelah tu sy log in gk bsa data not found Trs sy dftr lgi pkai email dan no hp bru berhasil dftr trs gagal aktivasi di gmail nya mksd nya gmn nih?? Sy gk bsa pesen tiket. Mohon penjelasan nya kalau memang eror atau gmn.,kenapa gagal habis di perbarui awal nya baik saja tb kluar sndri akun nya setelah tu sy log in gk bsa data not found trs sy dftr lgi pkai email dan no hp bru berhasil dftr trs gagal aktivasi di gmail nya mksd nya gmn nih sy gk bsa pesen tiket mohon penjelasan nya kalau memang eror atau gmn,kenapa gagal habis di baru awal nya baik saja tb kluar sndri akun nya telah tu saya log in tidak bisa data henti found terus saya dftr lagi pkai email dan nomor hp baru hasil dftr terus gagal aktivasi di gmail nya maksud nya bagaimana ini saya tidak bisa pesan tiket mohon jelas nya kalau memang eror atau bagaimana,gagal habis kluar sndri akun log data henti found dftr pkai email nomor hasil dftr gagal aktivasi gmail maksud pesan tiket mohon eror,"['gagal', 'habis', 'kluar', 'sndri', 'akun', 'log', 'data', 'henti', 'found', 'dftr', 'pkai', 'email', 'nomor', 'hasil', 'dftr', 'gagal', 'aktivasi', 'gmail', 'maksud', 'pesan', 'tiket', 'mohon', 'eror']",-4,negative
2229,tolong diperbaiki! mau daftar aplikasinya saja susah sekali. bolak balik kirim ulang email untuk verifikasi tidak bisa... jangankan mau pesan tiket...,tolong diperbaiki mau daftar aplikasinya saja susah sekali bolak balik kirim ulang email untuk verifikasi tidak bisa jangankan mau pesan tiket,tolong baik mau daftar aplikasi saja susah sekali bolak balik kirim ulang email untuk verifikasi tidak bisa jangan mau pesan tiket,tolong daftar aplikasi susah bolak kirim ulang email verifikasi pesan tiket,"['tolong', 'daftar', 'aplikasi', 'susah', 'bolak', 'kirim', 'ulang', 'email', 'verifikasi', 'pesan', 'tiket']",-1,negative
2234,"Aplikasi parah, bisa daftar/registrasi akun tp gak bisa login, gimana bisa boking tiket klo gak bs login, semoga ke depannya KAI kebih baik.",aplikasi parah bisa daftar registrasi akun tp gak bisa login gimana bisa boking tiket klo gak bs login semoga ke depannya kai kebih baik,aplikasi parah bisa daftar registrasi akun tapi tidak bisa login bagaimana bisa pesan tiket kalau tidak bisa login moga ke depan kai kebih baik,aplikasi parah daftar registrasi akun login pesan tiket login moga kai kebih,"['aplikasi', 'parah', 'daftar', 'registrasi', 'akun', 'login', 'pesan', 'tiket', 'login', 'moga', 'kai', 'kebih']",-1,negative
2236,"Saya mau tanya ini kenapa saya mau pesan tiket kai lokal tapi dari tgl 9 sampai 13 tidak ada tiket yang tersedia, apakah memang tidak menyediakan pembelian tiket via aplikasi atau gimana? Soalnya biasanya saya pesan lewat apk terus dan selalu bisa. Mohon di bantu jawab, terimakasih 🙏",saya mau tanya ini kenapa saya mau pesan tiket kai lokal tapi dari tgl sampai tidak ada tiket yang tersedia apakah memang tidak menyediakan pembelian tiket via aplikasi atau gimana soalnya biasanya saya pesan lewat apk terus dan selalu bisa mohon di bantu jawab terimakasih,saya mau tanya ini kenapa saya mau pesan tiket kai lokal tapi dari tanggal sampai tidak ada tiket yang sedia apakah memang tidak sedia beli tiket via aplikasi atau bagaimana soal biasa saya pesan lewat aplikasi terus dan selalu bisa mohon di bantu jawab terimakasih,pesan tiket kai lokal tanggal tiket sedia sedia beli tiket aplikasi pesan aplikasi mohon bantu terimakasih,"['pesan', 'tiket', 'kai', 'lokal', 'tanggal', 'tiket', 'sedia', 'sedia', 'beli', 'tiket', 'aplikasi', 'pesan', 'aplikasi', 'mohon', 'bantu', 'terimakasih']",1,positive
2237,Aplikasi taik mau batalin tiket lewat KAI Access ribet amat iya kalo yg pesan punya BANK kalo gk mau gimana coba.kenapa kirim ke rekening orang lain gk bisa.ngapain sh buat aplikasi kalo gk bisa bantu masyarakat. . .mending Hapus aja ni Aplikasi Tiwas bikin Orang Emosi. .,aplikasi taik mau batalin tiket lewat kai access ribet amat iya kalo yg pesan punya bank kalo gk mau gimana coba kenapa kirim ke rekening orang lain gk bisa ngapain sh buat aplikasi kalo gk bisa bantu masyarakat mending hapus aja ni aplikasi tiwas bikin orang emosi,aplikasi tahi mau membatalkan tiket lewat kai access ribet amat iya kalau yang pesan punya bank kalau tidak mau bagaimana coba kenapa kirim ke rekening orang lain tidak bisa sedang apa sh buat aplikasi kalau tidak bisa bantu masyarakat lebih baik hapus saja ini aplikasi tiwas bikin orang emosi,aplikasi tahi membatalkan tiket kai access ribet pesan bank coba kirim rekening orang aplikasi bantu masyarakat hapus aplikasi tiwas bikin orang emosi,"['aplikasi', 'tahi', 'membatalkan', 'tiket', 'kai', 'access', 'ribet', 'pesan', 'bank', 'coba', 'kirim', 'rekening', 'orang', 'aplikasi', 'bantu', 'masyarakat', 'hapus', 'aplikasi', 'tiwas', 'bikin', 'orang', 'emosi']",-4,negative
2238,"Dulu ada keterangan tiket yg masih tersedia berapa, nah sekarang udh gak ada lagi, udah 2x kehabisan tiket gara"" gatau sisa tiketnya brp, pas udh fix mau beli selalu abis. Makin jelek aja. Dulu pengguna ini banget sekarang jd males",dulu ada keterangan tiket yg masih tersedia berapa nah sekarang udh gak ada lagi udah x kehabisan tiket gara gatau sisa tiketnya brp pas udh fix mau beli selalu abis makin jelek aja dulu pengguna ini banget sekarang jd males,dulu ada terang tiket yang masih sedia berapa nah sekarang sudah tidak ada lagi sudah tidak bisa habis tiket gara tidak tahu sisa tiket berapa pas sudah fix mau beli selalu habis makin jelek saja dulu guna ini banget sekarang jadi malas,terang tiket sedia habis tiket gara sisa tiket fix beli habis jelek malas,"['terang', 'tiket', 'sedia', 'habis', 'tiket', 'gara', 'sisa', 'tiket', 'fix', 'beli', 'habis', 'jelek', 'malas']",-2,negative
2241,"aplikasi ini bagus bisa membantu pesan tiket kereta lokal . tapi kenapa ada batasan beli cuma 1? kan kalau satu keluarga beli ga bisa online .... mohon ditambahkan kuota pesanan tiket kereta , jangan dibatasi 🙏🙏🙏",aplikasi ini bagus bisa membantu pesan tiket kereta lokal tapi kenapa ada batasan beli cuma kan kalau satu keluarga beli ga bisa online mohon ditambahkan kuota pesanan tiket kereta jangan dibatasi,aplikasi ini bagus bisa bantu pesan tiket kereta lokal tapi kenapa ada batas beli cuma kan kalau satu keluarga beli tidak bisa online mohon tambah kuota pesan tiket kereta jangan batas,aplikasi bagus bantu pesan tiket kereta lokal batas beli keluarga beli online mohon kuota pesan tiket kereta batas,"['aplikasi', 'bagus', 'bantu', 'pesan', 'tiket', 'kereta', 'lokal', 'batas', 'beli', 'keluarga', 'beli', 'online', 'mohon', 'kuota', 'pesan', 'tiket', 'kereta', 'batas']",2,positive
2242,Kenapa pembayaran tiket nya hanya lewat aplikasi LINK AJA? Apakah tidak ada cara bayar lainnya? Monopoli pmbayaran ini juga sangat menyulitkan. Karena tidak semua orang mempunyai aplikasi tersebut.,kenapa pembayaran tiket nya hanya lewat aplikasi link aja apakah tidak ada cara bayar lainnya monopoli pmbayaran ini juga sangat menyulitkan karena tidak semua orang mempunyai aplikasi tersebut,kenapa bayar tiket nya hanya lewat aplikasi link saja apakah tidak ada cara bayar lain monopoli pmbayaran ini juga sangat sulit karena tidak semua orang punya aplikasi sebut,bayar tiket aplikasi link bayar monopoli pmbayaran sulit orang aplikasi,"['bayar', 'tiket', 'aplikasi', 'link', 'bayar', 'monopoli', 'pmbayaran', 'sulit', 'orang', 'aplikasi']",-2,negative
2243,"kapan pembelian tiket untuk lansia yang dapat discount 20% ada disini, karena ortu saya denger bisa online ternyata sampai di stasiun daftar ke bagian cs hanya memasukkan data ortu lansia cuman bisa di loket stasiun hanya ngisi formulir dengan nulis nik ktp tanpa harus bawa fc ktp.",kapan pembelian tiket untuk lansia yang dapat discount ada disini karena ortu saya denger bisa online ternyata sampai di stasiun daftar ke bagian cs hanya memasukkan data ortu lansia cuman bisa di loket stasiun hanya ngisi formulir dengan nulis nik ktp tanpa harus bawa fc ktp,kapan beli tiket untuk lanjut usia yang dapat discount ada sini karena orang tua saya denger bisa online nyata sampai di stasiun daftar ke bagi cs hanya masuk data orang tua lanjut usia Cuma bisa di loket stasiun hanya mengisi formulir dengan nulis nik ktp tanpa harus bawa fc ktp,beli tiket usia discount orang tua denger online nyata stasiun daftar masuk data orang tua usia loket stasiun mengisi formulir nulis nik ktp bawa ktp,"['beli', 'tiket', 'usia', 'discount', 'orang', 'tua', 'denger', 'online', 'nyata', 'stasiun', 'daftar', 'masuk', 'data', 'orang', 'tua', 'usia', 'loket', 'stasiun', 'mengisi', 'formulir', 'nulis', 'nik', 'ktp', 'bawa', 'ktp']",1,positive
2244,"Saya refund tiket kereta minggu kemarin kenapa belum masuk juga? Sedangkan di ketentuannya untuk keberangkatan per tgl 14mei s/d 4 juni pengembalian pembatalan paling lambat 3 hari kerja sejak tanggal pembatalan , tpi sampai sekarang blm ada juga , bagaimana ini ? Harusnya konsisten dengan ketentuan nya sendiri dong jangan malah ngelanggar sendiri",saya refund tiket kereta minggu kemarin kenapa belum masuk juga sedangkan di ketentuannya untuk keberangkatan per tgl mei s d juni pengembalian pembatalan paling lambat hari kerja sejak tanggal pembatalan tpi sampai sekarang blm ada juga bagaimana ini harusnya konsisten dengan ketentuan nya sendiri dong jangan malah ngelanggar sendiri,saya refund tiket kereta minggu kemarin kenapa belum masuk juga sedang di tentu untuk berangkat per tanggal mei s di juni kembali batal paling lambat hari kerja sejak tanggal batal tapi sampai sekarang belum ada juga bagaimana ini harus konsisten dengan tentu nya sendiri dong jangan bahkan ngelanggar sendiri,refund tiket kereta kemarin masuk berangkat tanggal batal lambat kerja tanggal batal konsisten ngelanggar,"['refund', 'tiket', 'kereta', 'kemarin', 'masuk', 'berangkat', 'tanggal', 'batal', 'lambat', 'kerja', 'tanggal', 'batal', 'konsisten', 'ngelanggar']",-1,negative
2247,"Diperbarui aplikasinya, bukanyan lebih baik malah lebih susah. Pesan tiket lewat aplikasi selalu time out. Tolong di perbaiki min aplikasinya.",diperbarui aplikasinya bukanyan lebih baik malah lebih susah pesan tiket lewat aplikasi selalu time out tolong di perbaiki min aplikasinya,baru aplikasi bukanyan lebih baik bahkan lebih susah pesan tiket lewat aplikasi selalu time out tolong di baik min aplikasi,aplikasi bukanyan susah pesan tiket aplikasi time out tolong min aplikasi,"['aplikasi', 'bukanyan', 'susah', 'pesan', 'tiket', 'aplikasi', 'time', 'out', 'tolong', 'min', 'aplikasi']",-1,negative
2250,Maaf saya kasih bintang 1... Tolong di baca... Kenapa untuk pemesanan tiket orang yg punya akun harus ikut naik.. Padahal saya hanya mau mesenin tiket orang tua saya... Ya klo dekat tidak apa2 klo sampe jauh.. Apakah penumpang ndak rugi.. Semisal pesan 2 orang.. Dan alhasil harus pesan 3 orang... Klo nominal 1 tiket 100rb.. Yg aslinya cuma 200rb jadi harus bayar 300rb... Mohon di perbaiki.. Thanks... Enakan yg dulu ndak perlu ribet seperti ini.. Kasihan orang yg tua.. Mau pesen tiket aja sulit,maaf saya kasih bintang tolong di baca kenapa untuk pemesanan tiket orang yg punya akun harus ikut naik padahal saya hanya mau mesenin tiket orang tua saya ya klo dekat tidak apa klo sampe jauh apakah penumpang ndak rugi semisal pesan orang dan alhasil harus pesan orang klo nominal tiket rb yg aslinya cuma rb jadi harus bayar rb mohon di perbaiki thanks enakan yg dulu ndak perlu ribet seperti ini kasihan orang yg tua mau pesen tiket aja sulit,maaf saya kasih bintang tolong di baca kenapa untuk mesan tiket orang yang punya akun harus ikut naik padahal saya hanya mau mesenin tiket orang tua saya iya kalau dekat tidak apa kalau sampai jauh apakah tumpang tidak rugi misal pesan orang dan alhasil harus pesan orang kalau nominal tiket rb yang asli cuma rb jadi harus bayar rb mohon di baik terima kasih enak yang dulu tidak perlu ribet seperti ini kasihan orang yang tua mau pesan tiket saja sulit,maaf kasih bintang tolong baca mesan tiket orang akun mesenin tiket orang tua tumpang rugi pesan orang pesan orang nominal tiket asli bayar mohon terima kasih enak ribet kasihan orang tua pesan tiket sulit,"['maaf', 'kasih', 'bintang', 'tolong', 'baca', 'mesan', 'tiket', 'orang', 'akun', 'mesenin', 'tiket', 'orang', 'tua', 'tumpang', 'rugi', 'pesan', 'orang', 'pesan', 'orang', 'nominal', 'tiket', 'asli', 'bayar', 'mohon', 'terima', 'kasih', 'enak', 'ribet', 'kasihan', 'orang', 'tua', 'pesan', 'tiket', 'sulit']",2,positive
2252,"Udh download trs email ke daftar di kai tp saat masuk kenapa email tdk terdaftar.. kl memang tuk mempermudah sarana kai tp knapa mempersulit bagi orang awam yg ingin mengunakan sarana kai pdhal dlu saya sekeluarga sering naik kereta meski berdesakan tp mudah mendapatkan tiket nya drpd skrg.. terlanjur janji sama anak"" mau mudik naik kereta.. beli tiket di stasiun 3 jam sebelum berangkat bisa tp kl iya dpt tiket kl sudah habis gimana.. kai hrs lbh konsern dong",udh download trs email ke daftar di kai tp saat masuk kenapa email tdk terdaftar kl memang tuk mempermudah sarana kai tp knapa mempersulit bagi orang awam yg ingin mengunakan sarana kai pdhal dlu saya sekeluarga sering naik kereta meski berdesakan tp mudah mendapatkan tiket nya drpd skrg terlanjur janji sama anak mau mudik naik kereta beli tiket di stasiun jam sebelum berangkat bisa tp kl iya dpt tiket kl sudah habis gimana kai hrs lbh konsern dong,sudah download terus email ke daftar di kai tapi saat masuk kenapa email tidak daftar kalau memang tuk mudah sarana kai tapi kenapa sulit bagi orang awam yang ingin mengunakan sarana kai padahal dulu saya keluarga sering naik kereta meski desa tapi mudah dapat tiket nya daripada sekarang lanjur janji sama anak mau mudik naik kereta beli tiket di stasiun jam belum berangkat bisa tapi kalau iya dapat tiket kalau sudah habis bagaimana kai harus lbh konsern dong,download email daftar kai masuk email daftar tuk mudah sarana kai sulit orang awam mengunakan sarana kai keluarga kereta desa mudah tiket lanjur janji anak mudik kereta beli tiket stasiun jam berangkat tiket habis kai lbh konsern,"['download', 'email', 'daftar', 'kai', 'masuk', 'email', 'daftar', 'tuk', 'mudah', 'sarana', 'kai', 'sulit', 'orang', 'awam', 'mengunakan', 'sarana', 'kai', 'keluarga', 'kereta', 'desa', 'mudah', 'tiket', 'lanjur', 'janji', 'anak', 'mudik', 'kereta', 'beli', 'tiket', 'stasiun', 'jam', 'berangkat', 'tiket', 'habis', 'kai', 'lbh', 'konsern']",1,positive
2254,"aplikasi suka eror, belum apa apa muncul timeout, cek jadwal eh tidak tersedia, harga tiket jg mahal2 skrg ya walaupun bukan lebaran dan gak dpt makanan apapun huuuh kalah sama pelayanannya bis",aplikasi suka eror belum apa apa muncul timeout cek jadwal eh tidak tersedia harga tiket jg mahal skrg ya walaupun bukan lebaran dan gak dpt makanan apapun huuuh kalah sama pelayanannya bis,aplikasi suka eror belum apa apa muncul timeout cek jadwal eh tidak sedia harga tiket juga mahal sekarang iya walaupun bukan lebaran dan tidak dapat makan apa huuuh kalah sama layan bis,aplikasi suka eror muncul timeout cek jadwal sedia harga tiket mahal lebaran makan huuuh kalah layan bis,"['aplikasi', 'suka', 'eror', 'muncul', 'timeout', 'cek', 'jadwal', 'sedia', 'harga', 'tiket', 'mahal', 'lebaran', 'makan', 'huuuh', 'kalah', 'layan', 'bis']",-1,negative
2256,"Kai access sering bgt timeout, cek jadwal gak bisa, pesen apalagi, begitu udah pesen udah bayar, tiketnya gak kedaftar di kai access. CS nya juga lambat",kai access sering bgt timeout cek jadwal gak bisa pesen apalagi begitu udah pesen udah bayar tiketnya gak kedaftar di kai access cs nya juga lambat,kai access sering banget timeout cek jadwal tidak bisa pesan apalagi begitu sudah pesan sudah bayar tiket tidak daftar di kai access cs nya juga lambat,kai access timeout cek jadwal pesan pesan bayar tiket daftar kai access lambat,"['kai', 'access', 'timeout', 'cek', 'jadwal', 'pesan', 'pesan', 'bayar', 'tiket', 'daftar', 'kai', 'access', 'lambat']",-1,negative
2257,"Baru pertama kali pakaaii . agaa kurang pahaammm sama pesen tiket online . biasanya ga pernah pergi jauh2. malahh kena suspend akun saya, pahamilaahh yg sengajaa CANCEL sama yg gatauu gimana pesennya . jd mau pesen tiket susah harus minta tolong temen .",baru pertama kali pakaaii agaa kurang pahaammm sama pesen tiket online biasanya ga pernah pergi jauh malahh kena suspend akun saya pahamilaahh yg sengajaa cancel sama yg gatauu gimana pesennya jd mau pesen tiket susah harus minta tolong temen,baru pertama kali pakaaii agaa kurang pahaammm sama pesan tiket online biasa tidak pernah pergi jauh malahh kena suspend akun saya pahamilaahh yang sengajaa cancel sama yang gatauu bagaimana pesan jadi mau pesan tiket susah harus minta tolong teman,pakaaii agaa pahaammm pesan tiket online pergi malahh kena suspend akun pahamilaahh sengajaa cancel gatauu pesan pesan tiket susah tolong teman,"['pakaaii', 'agaa', 'pahaammm', 'pesan', 'tiket', 'online', 'pergi', 'malahh', 'kena', 'suspend', 'akun', 'pahamilaahh', 'sengajaa', 'cancel', 'gatauu', 'pesan', 'pesan', 'tiket', 'susah', 'tolong', 'teman']",-2,negative
2260,"aplikasi yang sangat membantu, tdk perlu cetak tiket, meskipun agak ada trouble di bagian pembatalan. selain itu bagus semua sih. thanks KAI",aplikasi yang sangat membantu tdk perlu cetak tiket meskipun agak ada trouble di bagian pembatalan selain itu bagus semua sih thanks kai,aplikasi yang sangat bantu tidak perlu cetak tiket meski agak ada trouble di bagi batal selain itu bagus semua sih terima kasih kai,aplikasi bantu cetak tiket trouble batal bagus terima kasih kai,"['aplikasi', 'bantu', 'cetak', 'tiket', 'trouble', 'batal', 'bagus', 'terima', 'kasih', 'kai']",2,positive
2261,"Masak beli tiket saldo link sudah terpotong tapi kok tiket tidak muncul alias tidak ada, dan tak coba beli lagi kok tulisannya ( cannot bioking more than one at same schedule route ) aplikasi merugikan orang,",masak beli tiket saldo link sudah terpotong tapi kok tiket tidak muncul alias tidak ada dan tak coba beli lagi kok tulisannya cannot bioking more than one at same schedule route aplikasi merugikan orang,masak beli tiket saldo link sudah potong tapi kok tiket tidak muncul alias tidak ada dan tidak coba beli lagi kok tulis cannot bioking more than one at same schedule route aplikasi rugi orang,masak beli tiket saldo link potong tiket muncul alias coba beli tulis can not bioking more than one same schedule route aplikasi rugi orang,"['masak', 'beli', 'tiket', 'saldo', 'link', 'potong', 'tiket', 'muncul', 'alias', 'coba', 'beli', 'tulis', 'can', 'not', 'bioking', 'more', 'than', 'one', 'same', 'schedule', 'route', 'aplikasi', 'rugi', 'orang']",-1,negative
2262,plis pas mau pembayaran kenapa error muluk. ayok dong ah jangan bungkam masalah yg seperti ini!! uda banyak yg berkeluh ttg ini tapi ttp diem aja gaada balasan. tolong dong ah!! abis duit grgr book tiket yg gabisa-bisa. bukanya mempermudah malah mempersulit. ajg bgt!,plis pas mau pembayaran kenapa error muluk ayok dong ah jangan bungkam masalah yg seperti ini uda banyak yg berkeluh ttg ini tapi ttp diem aja gaada balasan tolong dong ah abis duit grgr book tiket yg gabisa bisa bukanya mempermudah malah mempersulit ajg bgt,plis pas mau bayar kenapa error muluk ayo dong ah jangan bungkam masalah yang seperti ini sudah banyak yang keluh tentang ini tapi tetap diem saja tidak ada uang balas tolong dong ah habis uang grgr pesan tiket yang tidak bisa bisa buka mudah bahkan sulit ajg banget,plis bayar error muluk ayo bungkam keluh diem uang balas tolong habis uang grgr pesan tiket buka mudah sulit ajg,"['plis', 'bayar', 'error', 'muluk', 'ayo', 'bungkam', 'keluh', 'diem', 'uang', 'balas', 'tolong', 'habis', 'uang', 'grgr', 'pesan', 'tiket', 'buka', 'mudah', 'sulit', 'ajg']",-3,negative
2264,"Saya sudah pesan tiket untuk pembayaran lewat link aja kok tidak bisa yaa padahal biasanya langsung connect, dan data pribadi saya tidak sesuai dengan ktp, apakah akun saya dihack sama orang?",saya sudah pesan tiket untuk pembayaran lewat link aja kok tidak bisa yaa padahal biasanya langsung connect dan data pribadi saya tidak sesuai dengan ktp apakah akun saya dihack sama orang,saya sudah pesan tiket untuk bayar lewat link saja kok tidak bisa yaa padahal biasa langsung connect dan data pribadi saya tidak sesuai dengan ktp apakah akun saya dihack sama orang,pesan tiket bayar link yaa langsung connect data pribadi sesuai ktp akun dihack orang,"['pesan', 'tiket', 'bayar', 'link', 'yaa', 'langsung', 'connect', 'data', 'pribadi', 'sesuai', 'ktp', 'akun', 'dihack', 'orang']",1,positive
2266,Bagus sih mempermudah pesen tiket. Cuma kalau lagi eror ya ampun lama banget ga bisa unduh qris. Mau di refresh sampe kepala botak tetep gabisa astagaaaaa,bagus sih mempermudah pesen tiket cuma kalau lagi eror ya ampun lama banget ga bisa unduh qris mau di refresh sampe kepala botak tetep gabisa astagaaaaa,bagus sih mudah pesan tiket cuma kalau lagi eror iya ampun lama banget tidak bisa unduh qris mau di refresh sampai kepala botak tetep tidak bisa astagaaaaa,bagus mudah pesan tiket eror ampun unduh qris refresh kepala botak tetep astagaaaaa,"['bagus', 'mudah', 'pesan', 'tiket', 'eror', 'ampun', 'unduh', 'qris', 'refresh', 'kepala', 'botak', 'tetep', 'astagaaaaa']",1,positive
2267,"apk sudah update meski maksa,,,,!!!!! tpi knp dgn yg update koq malah ribet??? tiket sdh terbeli tpi di ""cek pesanan tiket"" koq gk ada,,,capek rasanya,,,, sama apk ini.... Mending balik yg lama aja booossssssas",apk sudah update meski maksa tpi knp dgn yg update koq malah ribet tiket sdh terbeli tpi di cek pesanan tiket koq gk ada capek rasanya sama apk ini mending balik yg lama aja booossssssas,aplikasi sudah perbarui meski maksa tapi kenapa dengan yang perbarui kok bahkan ribet tiket sudah beli tapi di cek pesan tiket kok tidak ada lelah rasa sama aplikasi ini lebih baik balik yang lama saja booossssssas,aplikasi perbarui maksa perbarui ribet tiket beli cek pesan tiket lelah aplikasi booossssssas,"['aplikasi', 'perbarui', 'maksa', 'perbarui', 'ribet', 'tiket', 'beli', 'cek', 'pesan', 'tiket', 'lelah', 'aplikasi', 'booossssssas']",-2,negative
2268,"sy komplain setiap mau boking tiket selalu offline,ini gmn sih system kai makin ancur aja,gk ada perbaikan,disystem bokingnya.pelayanan baik secara operasional dilapangan baik namun system boking tiket ancur.",sy komplain setiap mau boking tiket selalu offline ini gmn sih system kai makin ancur aja gk ada perbaikan disystem bokingnya pelayanan baik secara operasional dilapangan baik namun system boking tiket ancur,saya komplain tiap mau pesan tiket selalu offline ini bagaimana sih system kai makin hancur saja tidak ada baik disystem bokingnya layan baik cara operasional lapang baik namun system pesan tiket hancur,komplain pesan tiket offline system kai hancur disystem bokingnya layan operasional lapang system pesan tiket hancur,"['komplain', 'pesan', 'tiket', 'offline', 'system', 'kai', 'hancur', 'disystem', 'bokingnya', 'layan', 'operasional', 'lapang', 'system', 'pesan', 'tiket', 'hancur']",-3,negative
2270,"Aplikasi yang baru susah buat masuk, sudah coba daftar tapi gagal terus jadi gak bisa pesen tiket online Mending aplikasi yang dulu gak eror Jadi susah pesen tiket",aplikasi yang baru susah buat masuk sudah coba daftar tapi gagal terus jadi gak bisa pesen tiket online mending aplikasi yang dulu gak eror jadi susah pesen tiket,aplikasi yang baru susah buat masuk sudah coba daftar tapi gagal terus jadi tidak bisa pesan tiket online lebih baik aplikasi yang dulu tidak eror jadi susah pesan tiket,aplikasi susah masuk coba daftar gagal pesan tiket online aplikasi eror susah pesan tiket,"['aplikasi', 'susah', 'masuk', 'coba', 'daftar', 'gagal', 'pesan', 'tiket', 'online', 'aplikasi', 'eror', 'susah', 'pesan', 'tiket']",-4,negative
2273,"Saya membeli tiket prameks melalui aplikasi ini. Namun ketika saya akan membayar dengan menggunakan T-cash, saya tidak bisa memasukkan nomor dan pin T-cash. Saya sudah mencoba berulang kali. Mohon diperbaiki aplikasinya. Terima kasih.",saya membeli tiket prameks melalui aplikasi ini namun ketika saya akan membayar dengan menggunakan t cash saya tidak bisa memasukkan nomor dan pin t cash saya sudah mencoba berulang kali mohon diperbaiki aplikasinya terima kasih,saya beli tiket prameks lalu aplikasi ini namun ketika saya akan bayar dengan guna t cash saya tidak bisa masuk nomor dan pin t cash saya sudah coba ulang kali mohon baik aplikasi terima kasih,beli tiket prameks aplikasi bayar cash masuk nomor pin cash coba ulang mohon aplikasi terima kasih,"['beli', 'tiket', 'prameks', 'aplikasi', 'bayar', 'cash', 'masuk', 'nomor', 'pin', 'cash', 'coba', 'ulang', 'mohon', 'aplikasi', 'terima', 'kasih']",1,positive
2274,"Dari sore td beli tiket gk bs² dari mulai QR CODE gk muncul², sekalinya muncul udah dibayar, tiketnya gk ke detect, duitnya gk balik, sekarang malah gk bs log in, invalid token mulu.. gimana sih??",dari sore td beli tiket gk bs dari mulai qr code gk muncul sekalinya muncul udah dibayar tiketnya gk ke detect duitnya gk balik sekarang malah gk bs log in invalid token mulu gimana sih,dari sore tadi beli tiket tidak bisa dari mulai qr code tidak muncul sekali muncul sudah bayar tiket tidak ke detect uang tidak balik sekarang bahkan tidak bisa log in invalid token melulu bagaimana sih,sore beli tiket code muncul muncul bayar tiket detect uang log invalid token melulu,"['sore', 'beli', 'tiket', 'code', 'muncul', 'muncul', 'bayar', 'tiket', 'detect', 'uang', 'log', 'invalid', 'token', 'melulu']",-2,negative
